id,user_id,stress_prediction_id,weekly_summary_id,period_type,insight_text,created_at
58,1,58,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + High Screen Time.,2026-02-27 22:53:00
59,1,59,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-03-01 00:56:00
60,1,60,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-03-01 23:32:00
61,1,61,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Low Mood.,2026-03-03 00:34:00
62,1,62,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Physical Activity.,2026-03-03 22:43:00
63,1,63,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + High Fatigue.,2026-03-05 01:09:00
64,1,64,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-03-05 22:23:00
65,1,65,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Stable Routine.,2026-03-06 19:13:00
66,1,66,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + High Screen Time.,2026-03-07 19:30:00
67,1,67,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Stable Routine.,2026-03-08 23:57:00
68,1,68,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + High Screen Time.,2026-03-09 21:15:00
69,1,69,,daily,Stress score hari ini tinggi karena faktor dominan: Academic Pressure + Low Mood.,2026-03-10 23:04:00
70,1,70,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Low Mood.,2026-03-11 20:08:00
71,1,71,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + High Screen Time.,2026-03-12 23:56:00
72,1,72,,DAILY,Stress score hari ini tinggi karena faktor dominan: Academic Pressure + High Fatigue.,2026-03-13 21:22:00
73,1,73,,daily,Stress score hari ini tinggi karena faktor dominan: Academic Pressure + High Fatigue.,2026-03-15 00:19:00
74,1,74,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + High Screen Time.,2026-03-15 22:50:00
75,1,75,,daily,Stress score hari ini tinggi karena faktor dominan: Academic Pressure + Low Mood.,2026-03-16 19:28:00
76,1,76,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + High Screen Time.,2026-03-17 22:51:00
77,1,77,,daily,Stress score hari ini tinggi karena faktor dominan: Academic Pressure + High Fatigue.,2026-03-18 20:50:00
78,1,78,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-03-19 20:08:00
79,1,79,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: High Screen Time.,2026-03-21 00:43:00
80,1,80,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure.,2026-03-21 22:11:00
81,1,81,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Low Mood.,2026-03-22 22:55:00
82,1,82,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: High Screen Time.,2026-03-23 21:24:00
83,1,83,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Stable Routine.,2026-03-24 19:33:00
84,1,84,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure.,2026-03-25 19:38:00
85,1,85,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Low Mood + High Screen Time.,2026-03-26 19:30:00
86,1,86,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + High Screen Time.,2026-03-27 23:18:00
87,1,87,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + High Screen Time.,2026-03-28 20:42:00
88,1,88,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Low Physical Activity.,2026-03-29 23:36:00
89,1,89,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: High Fatigue + High Screen Time.,2026-03-30 20:26:00
90,1,90,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Low Mood.,2026-03-31 22:47:00
91,2,91,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-01-01 22:41:00
92,2,92,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-01-02 21:33:00
93,2,93,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-01-03 22:38:00
94,2,94,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Stable Routine.,2026-01-04 20:41:00
95,2,95,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Physical Activity.,2026-01-05 20:32:00
96,2,96,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Low Physical Activity.,2026-01-06 21:57:00
97,2,97,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Health Issue.,2026-01-08 00:47:00
98,2,98,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure.,2026-01-08 20:56:00
99,2,99,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Low Mood.,2026-01-09 19:03:00
100,2,100,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Low Mood + Health Issue.,2026-01-10 21:52:00
101,2,101,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-01-11 21:47:00
102,2,102,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Low Mood + Health Issue.,2026-01-12 22:37:00
103,2,103,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Low Physical Activity.,2026-01-13 23:02:00
104,2,104,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Physical Activity.,2026-01-14 22:50:00
105,2,105,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure.,2026-01-15 22:35:00
106,2,106,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-01-16 23:45:00
107,2,107,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Physical Activity.,2026-01-18 00:14:00
108,2,108,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Stable Routine.,2026-01-18 20:02:00
109,2,109,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Physical Activity.,2026-01-19 21:42:00
110,2,110,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + High Fatigue.,2026-01-20 22:47:00
111,2,111,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Low Physical Activity.,2026-01-21 20:52:00
112,2,112,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-01-22 21:53:00
113,2,113,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Physical Activity.,2026-01-23 18:29:00
114,2,114,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Stable Routine.,2026-01-25 00:35:00
115,2,115,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Low Physical Activity.,2026-01-25 23:09:00
116,2,116,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure.,2026-01-27 00:09:00
117,2,117,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + High Fatigue.,2026-01-27 20:53:00
118,2,118,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Low Physical Activity.,2026-01-28 21:17:00
119,2,119,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-01-29 23:44:00
120,2,120,,daily,Stress score hari ini tinggi karena faktor dominan: Academic Pressure + High Fatigue.,2026-01-30 23:31:00
121,2,121,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-01-31 23:41:00
122,2,122,,daily,Stress score hari ini tinggi karena faktor dominan: Academic Pressure + High Fatigue.,2026-02-02 00:23:00
123,2,123,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-02-02 22:10:00
124,2,124,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + High Fatigue.,2026-02-03 21:56:00
125,2,125,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Financial Worry.,2026-02-04 19:49:00
126,2,126,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + High Fatigue.,2026-02-05 22:32:00
127,2,127,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Low Mood.,2026-02-07 00:24:00
128,2,128,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-02-07 23:02:00
129,2,129,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Stable Routine.,2026-02-08 23:15:00
130,2,130,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-02-10 00:27:00
131,2,131,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure.,2026-02-10 22:31:00
132,2,134,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Financial Worry.,2026-02-13 20:35:00
133,2,135,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Low Physical Activity.,2026-02-14 23:44:00
134,2,136,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-02-15 19:21:00
135,2,137,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-02-16 22:12:00
136,2,138,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-02-18 00:24:00
137,2,139,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-02-19 00:16:00
138,2,140,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Stable Routine.,2026-02-19 22:23:00
139,2,141,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-02-21 00:23:00
140,2,142,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-02-21 20:36:00
141,2,143,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Low Physical Activity.,2026-02-23 00:49:00
142,2,144,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Low Physical Activity.,2026-02-23 21:46:00
143,2,145,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-02-24 23:13:00
144,2,146,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Low Mood + Low Physical Activity.,2026-02-25 21:28:00
145,2,147,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure.,2026-02-27 01:31:00
146,2,148,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Physical Activity.,2026-02-28 01:27:00
147,2,149,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-02-28 21:45:00
148,2,150,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Physical Activity.,2026-03-01 19:55:00
149,2,151,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Physical Activity.,2026-03-02 22:59:00
150,2,152,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure.,2026-03-03 21:36:00
151,2,153,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-03-05 00:50:00
152,2,154,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-03-06 00:16:00
153,2,155,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-03-06 22:55:00
154,2,156,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Stable Routine.,2026-03-07 23:59:00
155,2,157,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-03-08 20:23:00
156,2,158,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure.,2026-03-09 23:23:00
157,2,159,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Low Physical Activity.,2026-03-10 21:27:00
158,2,160,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-03-11 20:45:00
159,2,161,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + High Fatigue.,2026-03-12 23:57:00
160,2,162,,daily,Stress score hari ini tinggi karena faktor dominan: Academic Pressure + High Fatigue.,2026-03-13 22:26:00
161,2,163,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-03-15 00:16:00
162,2,164,,daily,Stress score hari ini tinggi karena faktor dominan: Academic Pressure + Low Mood.,2026-03-15 21:23:00
163,2,165,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-03-16 22:26:00
164,2,166,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-03-17 23:51:00
165,2,167,,daily,Stress score hari ini tinggi karena faktor dominan: Academic Pressure + High Fatigue.,2026-03-18 20:11:00
166,2,168,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + High Fatigue.,2026-03-19 19:39:00
167,2,169,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: High Fatigue + Low Mood.,2026-03-21 01:24:00
168,2,170,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-03-21 20:19:00
169,2,171,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-03-22 19:02:00
170,2,172,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-03-23 21:55:00
171,2,173,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Low Mood + Low Physical Activity.,2026-03-24 19:07:00
172,2,174,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-03-25 19:14:00
173,2,175,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure.,2026-03-26 22:50:00
174,2,176,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-03-27 22:29:00
175,2,177,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Physical Activity.,2026-03-28 21:08:00
176,2,178,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Physical Activity.,2026-03-29 23:19:00
177,2,179,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Low Mood + Low Physical Activity.,2026-03-31 00:28:00
178,2,180,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-03-31 23:14:00
179,3,181,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Sleep Deficit + Health Issue.,2026-01-01 19:58:00
180,3,182,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Low Mood + Sleep Deficit.,2026-01-02 20:02:00
181,3,183,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: High Fatigue + Low Mood.,2026-01-03 22:03:00
182,3,184,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Sleep Deficit.,2026-01-04 18:44:00
183,3,185,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: High Fatigue.,2026-01-05 23:01:00
184,3,186,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Stable Routine.,2026-01-06 21:35:00
185,3,187,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Stable Routine.,2026-01-08 00:58:00
186,3,188,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-01-08 22:34:00
187,3,189,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Sleep Deficit.,2026-01-09 23:15:00
188,3,190,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Stable Routine.,2026-01-10 20:25:00
189,3,191,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Low Mood + Financial Worry.,2026-01-11 21:15:00
190,3,192,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Stable Routine.,2026-01-12 23:52:00
191,3,193,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: High Fatigue + Low Mood.,2026-01-13 19:37:00
192,3,194,,daily,"Stress score hari ini rendah. Pola tidur, mood, dan tekanan akademik relatif stabil.",2026-01-14 22:25:00
193,3,195,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Low Mood + Sleep Deficit.,2026-01-15 20:45:00
194,3,196,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: High Fatigue + Sleep Deficit.,2026-01-17 01:07:00
195,3,197,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Health Issue.,2026-01-17 22:35:00
196,3,198,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Stable Routine.,2026-01-18 20:13:00
197,3,199,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Stable Routine.,2026-01-19 18:35:00
198,3,200,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-01-20 22:12:00
199,3,201,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Financial Worry + Low Physical Activity.,2026-01-21 19:18:00
200,3,202,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Stable Routine.,2026-01-22 20:16:00
201,3,203,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Low Mood.,2026-01-23 21:39:00
202,3,204,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Stable Routine.,2026-01-25 00:00:00
203,3,205,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Financial Worry.,2026-01-25 21:35:00
204,3,206,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure.,2026-01-26 23:26:00
205,3,207,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + High Fatigue.,2026-01-28 00:26:00
206,3,208,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure.,2026-01-28 21:13:00
207,3,209,,daily,Stress score hari ini tinggi karena faktor dominan: Academic Pressure + High Fatigue.,2026-01-30 01:25:00
208,3,210,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + High Fatigue.,2026-01-30 21:16:00
209,3,211,,daily,Stress score hari ini tinggi karena faktor dominan: Academic Pressure + Low Mood.,2026-02-01 00:50:00
210,3,212,,daily,Stress score hari ini tinggi karena faktor dominan: Academic Pressure + Low Mood.,2026-02-01 21:18:00
211,3,213,,daily,Stress score hari ini tinggi karena faktor dominan: Academic Pressure + Low Mood.,2026-02-02 20:29:00
212,3,214,,daily,Stress score hari ini tinggi karena faktor dominan: Academic Pressure + High Fatigue.,2026-02-03 21:00:00
213,3,215,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-02-04 22:01:00
214,3,216,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,2026-02-06 00:20:00
215,3,217,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Sleep Deficit.,2026-02-07 00:28:00
216,3,218,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Low Mood.,2026-02-07 20:24:00
217,3,219,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Stable Routine.,2026-02-09 01:19:00
218,3,220,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: High Fatigue + Low Mood.,2026-02-09 19:46:00
219,3,221,,daily,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Low Physical Activity.,2026-02-10 23:52:00
