id,user_id,stress_prediction_id,weekly_summary_id,period_type,insight_text,created_at,insight_text_original,insight_template_code
11,1,11.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan penurunan mood dan durasi screen time tinggi. Perlu diperhatikan pemulihan emosi dan aktivitas penyeimbang mood dan pengurangan durasi screen time dan jeda aktivitas digital agar tekanan harian tidak berkembang menjadi lebih berat.,2026-01-12 00:50:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Low Mood + High Screen Time.,DAILY_SEDANG_LOW_MOOD_HIGH_SCREEN_TIME
12,1,12.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan tekanan akademik. Perlu diperhatikan pengelolaan beban belajar dan prioritas tugas agar tekanan harian tidak berkembang menjadi lebih berat.,2026-01-12 18:37:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure.,DAILY_SEDANG_ACADEMIC_PRESSURE
13,1,13.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan tekanan akademik dan kekhawatiran finansial. Perlu diperhatikan pengelolaan beban belajar dan prioritas tugas dan pengelolaan sumber tekanan finansial agar tekanan harian tidak berkembang menjadi lebih berat.,2026-01-13 21:17:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Financial Worry.,DAILY_SEDANG_ACADEMIC_PRESSURE_FINANCIAL_WORRY
14,1,14.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan rutinitas yang relatif stabil. Perlu diperhatikan pemeliharaan pola aktivitas harian yang konsisten agar tekanan harian tidak berkembang menjadi lebih berat.,2026-01-14 21:18:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Stable Routine.,DAILY_SEDANG_STABLE_ROUTINE
15,1,15.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan rutinitas yang relatif stabil. Perlu diperhatikan pemeliharaan pola aktivitas harian yang konsisten agar tekanan harian tidak berkembang menjadi lebih berat.,2026-01-15 23:23:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Stable Routine.,DAILY_SEDANG_STABLE_ROUTINE
16,1,16.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan tekanan akademik dan penurunan mood. Perlu diperhatikan pengelolaan beban belajar dan prioritas tugas dan pemulihan emosi dan aktivitas penyeimbang mood agar tekanan harian tidak berkembang menjadi lebih berat.,2026-01-16 20:44:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,DAILY_SEDANG_ACADEMIC_PRESSURE_LOW_MOOD
17,1,17.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan durasi screen time tinggi. Perlu diperhatikan pengurangan durasi screen time dan jeda aktivitas digital agar tekanan harian tidak berkembang menjadi lebih berat.,2026-01-17 21:24:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: High Screen Time.,DAILY_SEDANG_HIGH_SCREEN_TIME
18,1,18.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan tekanan akademik dan durasi screen time tinggi. Perlu diperhatikan pengelolaan beban belajar dan prioritas tugas dan pengurangan durasi screen time dan jeda aktivitas digital agar tekanan harian tidak berkembang menjadi lebih berat.,2026-01-18 19:12:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + High Screen Time.,DAILY_SEDANG_ACADEMIC_PRESSURE_HIGH_SCREEN_TIME
19,1,19.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan tekanan akademik dan penurunan mood. Perlu diperhatikan pengelolaan beban belajar dan prioritas tugas dan pemulihan emosi dan aktivitas penyeimbang mood agar tekanan harian tidak berkembang menjadi lebih berat.,2026-01-19 23:32:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,DAILY_SEDANG_ACADEMIC_PRESSURE_LOW_MOOD
20,1,20.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan tekanan akademik dan penurunan mood. Perlu diperhatikan pengelolaan beban belajar dan prioritas tugas dan pemulihan emosi dan aktivitas penyeimbang mood agar tekanan harian tidak berkembang menjadi lebih berat.,2026-01-20 21:37:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,DAILY_SEDANG_ACADEMIC_PRESSURE_LOW_MOOD
21,1,21.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan rutinitas yang relatif stabil. Perlu diperhatikan pemeliharaan pola aktivitas harian yang konsisten agar tekanan harian tidak berkembang menjadi lebih berat.,2026-01-21 19:21:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Stable Routine.,DAILY_SEDANG_STABLE_ROUTINE
22,1,22.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan tingkat kelelahan tinggi dan penurunan mood. Perlu diperhatikan peningkatan waktu istirahat dan pemulihan energi dan pemulihan emosi dan aktivitas penyeimbang mood agar tekanan harian tidak berkembang menjadi lebih berat.,2026-01-23 00:21:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: High Fatigue + Low Mood.,DAILY_SEDANG_HIGH_FATIGUE_LOW_MOOD
23,1,23.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan penurunan mood. Perlu diperhatikan pemulihan emosi dan aktivitas penyeimbang mood agar tekanan harian tidak berkembang menjadi lebih berat.,2026-01-23 23:55:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Low Mood.,DAILY_SEDANG_LOW_MOOD
24,1,24.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan durasi screen time tinggi. Perlu diperhatikan pengurangan durasi screen time dan jeda aktivitas digital agar tekanan harian tidak berkembang menjadi lebih berat.,2026-01-24 18:58:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: High Screen Time.,DAILY_SEDANG_HIGH_SCREEN_TIME
25,1,25.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan penurunan mood dan durasi screen time tinggi. Perlu diperhatikan pemulihan emosi dan aktivitas penyeimbang mood dan pengurangan durasi screen time dan jeda aktivitas digital agar tekanan harian tidak berkembang menjadi lebih berat.,2026-01-26 00:12:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Low Mood + High Screen Time.,DAILY_SEDANG_LOW_MOOD_HIGH_SCREEN_TIME
26,1,26.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan penurunan mood. Perlu diperhatikan pemulihan emosi dan aktivitas penyeimbang mood agar tekanan harian tidak berkembang menjadi lebih berat.,2026-01-26 23:56:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Low Mood.,DAILY_SEDANG_LOW_MOOD
27,1,27.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan penurunan mood dan durasi screen time tinggi. Perlu diperhatikan pemulihan emosi dan aktivitas penyeimbang mood dan pengurangan durasi screen time dan jeda aktivitas digital agar tekanan harian tidak berkembang menjadi lebih berat.,2026-01-27 21:46:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Low Mood + High Screen Time.,DAILY_SEDANG_LOW_MOOD_HIGH_SCREEN_TIME
28,1,28.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan rutinitas yang relatif stabil. Perlu diperhatikan pemeliharaan pola aktivitas harian yang konsisten agar tekanan harian tidak berkembang menjadi lebih berat.,2026-01-28 20:15:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Stable Routine.,DAILY_SEDANG_STABLE_ROUTINE
29,1,29.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan tekanan akademik dan penurunan mood. Perlu diperhatikan pengelolaan beban belajar dan prioritas tugas dan pemulihan emosi dan aktivitas penyeimbang mood agar tekanan harian tidak berkembang menjadi lebih berat.,2026-01-29 22:13:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,DAILY_SEDANG_ACADEMIC_PRESSURE_LOW_MOOD
30,1,30.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan tekanan akademik dan tingkat kelelahan tinggi. Perlu diperhatikan pengelolaan beban belajar dan prioritas tugas dan peningkatan waktu istirahat dan pemulihan energi agar tekanan harian tidak berkembang menjadi lebih berat.,2026-01-30 20:40:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + High Fatigue.,DAILY_SEDANG_ACADEMIC_PRESSURE_HIGH_FATIGUE
31,1,31.0,,daily,Tingkat stres hari ini berada pada kategori tinggi. Faktor dominan yang terlihat adalah tekanan akademik dan tingkat kelelahan tinggi. Kondisi ini menunjukkan perlunya pengelolaan beban belajar dan prioritas tugas dan peningkatan waktu istirahat dan pemulihan energi agar risiko stres tidak semakin meningkat.,2026-01-31 21:47:00,Stress score hari ini tinggi karena faktor dominan: Academic Pressure + High Fatigue.,DAILY_TINGGI_ACADEMIC_PRESSURE_HIGH_FATIGUE
32,1,32.0,,daily,Tingkat stres hari ini berada pada kategori tinggi. Faktor dominan yang terlihat adalah tekanan akademik dan tingkat kelelahan tinggi. Kondisi ini menunjukkan perlunya pengelolaan beban belajar dan prioritas tugas dan peningkatan waktu istirahat dan pemulihan energi agar risiko stres tidak semakin meningkat.,2026-02-02 00:33:00,Stress score hari ini tinggi karena faktor dominan: Academic Pressure + High Fatigue.,DAILY_TINGGI_ACADEMIC_PRESSURE_HIGH_FATIGUE
33,1,33.0,,daily,Tingkat stres hari ini berada pada kategori tinggi. Faktor dominan yang terlihat adalah tekanan akademik dan tingkat kelelahan tinggi. Kondisi ini menunjukkan perlunya pengelolaan beban belajar dan prioritas tugas dan peningkatan waktu istirahat dan pemulihan energi agar risiko stres tidak semakin meningkat.,2026-02-02 23:01:00,Stress score hari ini tinggi karena faktor dominan: Academic Pressure + High Fatigue.,DAILY_TINGGI_ACADEMIC_PRESSURE_HIGH_FATIGUE
34,1,34.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan tekanan akademik dan penurunan mood. Perlu diperhatikan pengelolaan beban belajar dan prioritas tugas dan pemulihan emosi dan aktivitas penyeimbang mood agar tekanan harian tidak berkembang menjadi lebih berat.,2026-02-03 21:25:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,DAILY_SEDANG_ACADEMIC_PRESSURE_LOW_MOOD
35,1,35.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan tekanan akademik dan penurunan mood. Perlu diperhatikan pengelolaan beban belajar dan prioritas tugas dan pemulihan emosi dan aktivitas penyeimbang mood agar tekanan harian tidak berkembang menjadi lebih berat.,2026-02-05 00:11:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,DAILY_SEDANG_ACADEMIC_PRESSURE_LOW_MOOD
36,1,36.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan tekanan akademik dan penurunan mood. Perlu diperhatikan pengelolaan beban belajar dan prioritas tugas dan pemulihan emosi dan aktivitas penyeimbang mood agar tekanan harian tidak berkembang menjadi lebih berat.,2026-02-05 21:09:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,DAILY_SEDANG_ACADEMIC_PRESSURE_LOW_MOOD
37,1,37.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan tingkat kelelahan tinggi. Perlu diperhatikan peningkatan waktu istirahat dan pemulihan energi agar tekanan harian tidak berkembang menjadi lebih berat.,2026-02-06 18:43:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: High Fatigue.,DAILY_SEDANG_HIGH_FATIGUE
38,1,38.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan tekanan akademik dan tingkat kelelahan tinggi. Perlu diperhatikan pengelolaan beban belajar dan prioritas tugas dan peningkatan waktu istirahat dan pemulihan energi agar tekanan harian tidak berkembang menjadi lebih berat.,2026-02-07 20:58:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + High Fatigue.,DAILY_SEDANG_ACADEMIC_PRESSURE_HIGH_FATIGUE
39,1,39.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan rutinitas yang relatif stabil. Perlu diperhatikan pemeliharaan pola aktivitas harian yang konsisten agar tekanan harian tidak berkembang menjadi lebih berat.,2026-02-08 19:53:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Stable Routine.,DAILY_SEDANG_STABLE_ROUTINE
40,1,40.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan durasi screen time tinggi dan kondisi kesehatan. Perlu diperhatikan pengurangan durasi screen time dan jeda aktivitas digital dan pemantauan kondisi kesehatan dan waktu pemulihan agar tekanan harian tidak berkembang menjadi lebih berat.,2026-02-09 23:28:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: High Screen Time + Health Issue.,DAILY_SEDANG_HIGH_SCREEN_TIME_HEALTH_ISSUE
41,1,41.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan tekanan akademik dan penurunan mood. Perlu diperhatikan pengelolaan beban belajar dan prioritas tugas dan pemulihan emosi dan aktivitas penyeimbang mood agar tekanan harian tidak berkembang menjadi lebih berat.,2026-02-10 23:49:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,DAILY_SEDANG_ACADEMIC_PRESSURE_LOW_MOOD
42,1,42.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan tekanan akademik dan penurunan mood. Perlu diperhatikan pengelolaan beban belajar dan prioritas tugas dan pemulihan emosi dan aktivitas penyeimbang mood agar tekanan harian tidak berkembang menjadi lebih berat.,2026-02-11 18:53:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,DAILY_SEDANG_ACADEMIC_PRESSURE_LOW_MOOD
43,1,43.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan tekanan akademik dan penurunan mood. Perlu diperhatikan pengelolaan beban belajar dan prioritas tugas dan pemulihan emosi dan aktivitas penyeimbang mood agar tekanan harian tidak berkembang menjadi lebih berat.,2026-02-12 22:57:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,DAILY_SEDANG_ACADEMIC_PRESSURE_LOW_MOOD
44,1,44.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan tekanan akademik dan aktivitas fisik rendah. Perlu diperhatikan pengelolaan beban belajar dan prioritas tugas dan peningkatan aktivitas fisik ringan secara bertahap agar tekanan harian tidak berkembang menjadi lebih berat.,2026-02-13 23:41:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Physical Activity.,DAILY_SEDANG_ACADEMIC_PRESSURE_LOW_PHYSICAL_ACTIVITY
45,1,45.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan rutinitas yang relatif stabil. Perlu diperhatikan pemeliharaan pola aktivitas harian yang konsisten agar tekanan harian tidak berkembang menjadi lebih berat.,2026-02-14 22:28:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Stable Routine.,DAILY_SEDANG_STABLE_ROUTINE
46,1,46.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan tekanan akademik dan tingkat kelelahan tinggi. Perlu diperhatikan pengelolaan beban belajar dan prioritas tugas dan peningkatan waktu istirahat dan pemulihan energi agar tekanan harian tidak berkembang menjadi lebih berat.,2026-02-15 20:59:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + High Fatigue.,DAILY_SEDANG_ACADEMIC_PRESSURE_HIGH_FATIGUE
47,1,47.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan tekanan akademik. Perlu diperhatikan pengelolaan beban belajar dan prioritas tugas agar tekanan harian tidak berkembang menjadi lebih berat.,2026-02-16 23:15:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure.,DAILY_SEDANG_ACADEMIC_PRESSURE
48,1,48.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan tekanan akademik dan penurunan mood. Perlu diperhatikan pengelolaan beban belajar dan prioritas tugas dan pemulihan emosi dan aktivitas penyeimbang mood agar tekanan harian tidak berkembang menjadi lebih berat.,2026-02-17 22:50:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,DAILY_SEDANG_ACADEMIC_PRESSURE_LOW_MOOD
49,1,49.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan rutinitas yang relatif stabil. Perlu diperhatikan pemeliharaan pola aktivitas harian yang konsisten agar tekanan harian tidak berkembang menjadi lebih berat.,2026-02-19 00:08:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Stable Routine.,DAILY_SEDANG_STABLE_ROUTINE
50,1,50.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan durasi screen time tinggi dan aktivitas fisik rendah. Perlu diperhatikan pengurangan durasi screen time dan jeda aktivitas digital dan peningkatan aktivitas fisik ringan secara bertahap agar tekanan harian tidak berkembang menjadi lebih berat.,2026-02-19 20:20:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: High Screen Time + Low Physical Activity.,DAILY_SEDANG_HIGH_SCREEN_TIME_LOW_PHYSICAL_ACTIVITY
51,1,51.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan tekanan akademik dan penurunan mood. Perlu diperhatikan pengelolaan beban belajar dan prioritas tugas dan pemulihan emosi dan aktivitas penyeimbang mood agar tekanan harian tidak berkembang menjadi lebih berat.,2026-02-20 21:51:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,DAILY_SEDANG_ACADEMIC_PRESSURE_LOW_MOOD
52,1,52.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan penurunan mood dan durasi screen time tinggi. Perlu diperhatikan pemulihan emosi dan aktivitas penyeimbang mood dan pengurangan durasi screen time dan jeda aktivitas digital agar tekanan harian tidak berkembang menjadi lebih berat.,2026-02-21 19:07:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Low Mood + High Screen Time.,DAILY_SEDANG_LOW_MOOD_HIGH_SCREEN_TIME
53,1,53.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan tekanan akademik dan penurunan mood. Perlu diperhatikan pengelolaan beban belajar dan prioritas tugas dan pemulihan emosi dan aktivitas penyeimbang mood agar tekanan harian tidak berkembang menjadi lebih berat.,2026-02-22 20:43:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,DAILY_SEDANG_ACADEMIC_PRESSURE_LOW_MOOD
54,1,54.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan tekanan akademik. Perlu diperhatikan pengelolaan beban belajar dan prioritas tugas agar tekanan harian tidak berkembang menjadi lebih berat.,2026-02-23 22:42:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure.,DAILY_SEDANG_ACADEMIC_PRESSURE
55,1,55.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan rutinitas yang relatif stabil. Perlu diperhatikan pemeliharaan pola aktivitas harian yang konsisten agar tekanan harian tidak berkembang menjadi lebih berat.,2026-02-24 20:47:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Stable Routine.,DAILY_SEDANG_STABLE_ROUTINE
56,1,56.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan tekanan akademik dan penurunan mood. Perlu diperhatikan pengelolaan beban belajar dan prioritas tugas dan pemulihan emosi dan aktivitas penyeimbang mood agar tekanan harian tidak berkembang menjadi lebih berat.,2026-02-25 21:13:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,DAILY_SEDANG_ACADEMIC_PRESSURE_LOW_MOOD
57,1,57.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan penurunan mood dan defisit tidur. Perlu diperhatikan pemulihan emosi dan aktivitas penyeimbang mood dan perbaikan durasi dan kualitas tidur agar tekanan harian tidak berkembang menjadi lebih berat.,2026-02-26 21:51:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Low Mood + Sleep Deficit.,DAILY_SEDANG_LOW_MOOD_SLEEP_DEFICIT
58,1,58.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan tekanan akademik dan durasi screen time tinggi. Perlu diperhatikan pengelolaan beban belajar dan prioritas tugas dan pengurangan durasi screen time dan jeda aktivitas digital agar tekanan harian tidak berkembang menjadi lebih berat.,2026-02-27 22:53:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + High Screen Time.,DAILY_SEDANG_ACADEMIC_PRESSURE_HIGH_SCREEN_TIME
59,1,59.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan tekanan akademik dan penurunan mood. Perlu diperhatikan pengelolaan beban belajar dan prioritas tugas dan pemulihan emosi dan aktivitas penyeimbang mood agar tekanan harian tidak berkembang menjadi lebih berat.,2026-03-01 00:56:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,DAILY_SEDANG_ACADEMIC_PRESSURE_LOW_MOOD
60,1,60.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan tekanan akademik dan penurunan mood. Perlu diperhatikan pengelolaan beban belajar dan prioritas tugas dan pemulihan emosi dan aktivitas penyeimbang mood agar tekanan harian tidak berkembang menjadi lebih berat.,2026-03-01 23:32:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Mood.,DAILY_SEDANG_ACADEMIC_PRESSURE_LOW_MOOD
61,1,61.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan penurunan mood. Perlu diperhatikan pemulihan emosi dan aktivitas penyeimbang mood agar tekanan harian tidak berkembang menjadi lebih berat.,2026-03-03 00:34:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Low Mood.,DAILY_SEDANG_LOW_MOOD
62,1,62.0,,daily,Tingkat stres hari ini berada pada kategori sedang. Kondisi ini berkaitan dengan tekanan akademik dan aktivitas fisik rendah. Perlu diperhatikan pengelolaan beban belajar dan prioritas tugas dan peningkatan aktivitas fisik ringan secara bertahap agar tekanan harian tidak berkembang menjadi lebih berat.,2026-03-03 22:43:00,Stress score hari ini sedang. Faktor yang perlu diperhatikan: Academic Pressure + Low Physical Activity.,DAILY_SEDANG_ACADEMIC_PRESSURE_LOW_PHYSICAL_ACTIVITY
