sleep_hours,physical_activity_minutes,study_hours,screen_time_hours,assignment_load,deadline_pressure,fatigue_level,mood_score,social_media_ratio,study_screen_balance,academic_pressure_index,recovery_index,digital_pressure_index,stress_level
6.87,14.0,4.07,7.03,6.0,9.0,6.0,5.0,0.7098150781351614,0.5068493150684931,7.5,4.9071428571428575,12.02,Medium
7.13,52.0,4.91,6.99,6.0,9.0,8.0,3.0,0.7281831186368837,0.6145181476846058,7.5,2.376666666666667,12.08,Medium
6.48,28.0,2.84,6.74,5.0,8.0,6.0,4.0,0.6157270028760049,0.36692506459948315,6.5,3.7028571428571433,10.89,Medium
7.18,17.0,4.34,7.8,6.0,6.0,5.0,6.0,0.7397435896487508,0.4931818181818181,6.0,7.18,13.57,Medium
7.73,7.0,2.5,8.54,9.0,6.0,5.0,5.0,0.5620608898639273,0.2620545073375262,7.5,6.441666666666667,13.34,Medium
7.31,24.0,2.25,6.53,6.0,7.0,6.0,6.0,0.6431852985232488,0.29880478087649404,6.5,6.265714285714286,10.73,Medium
7.75,20.0,4.53,9.35,8.0,8.0,6.0,5.0,0.48663101599073466,0.4376811594202899,8.0,5.535714285714286,13.899999999999999,Medium
6.96,29.0,3.99,8.71,7.0,8.0,6.0,4.0,0.41791044771321345,0.4109165808444902,7.5,3.9771428571428573,12.350000000000001,High
8.48,44.0,3.54,7.73,7.0,7.0,5.0,4.0,0.5601552392548311,0.4054982817869416,7.0,5.653333333333333,12.06,Medium
6.61,11.0,4.95,9.7,10.0,9.0,7.0,6.0,0.307216494813689,0.4626168224299066,9.5,4.9575000000000005,12.68,Medium
6.2,11.0,4.63,9.22,10.0,10.0,8.0,5.0,0.44793926242430154,0.4530332681017612,10.0,3.4444444444444446,13.350000000000001,High
6.84,3.0,5.09,8.67,9.0,10.0,8.0,4.0,0.5420991925556979,0.5263702171664943,9.5,3.04,13.370000000000001,High
7.74,35.0,5.04,9.62,10.0,9.0,5.0,5.0,0.45841995837230565,0.4745762711864407,9.5,6.45,14.03,Medium
6.23,0.0,3.76,8.05,10.0,9.0,6.0,4.0,0.5242236024193511,0.41546961325966847,9.5,3.56,12.27,High
7.09,0.0,5.43,8.53,8.0,7.0,7.0,6.0,0.4818288393339006,0.5697796432318992,7.5,5.3175,12.64,Medium
7.43,26.0,6.57,8.57,10.0,10.0,8.0,2.0,0.41423570590265624,0.6865203761755486,10.0,1.6511111111111112,12.120000000000001,High
6.07,12.000000000000002,7.38,8.7,9.0,9.0,7.0,4.0,0.40804597696459244,0.7608247422680413,9.0,3.035,12.25,Medium
7.1,22.0,3.97,8.12,7.0,7.0,5.0,7.0,0.43226600979898205,0.4353070175438597,7.0,8.283333333333333,11.629999999999999,Medium
8.1,24.0,4.73,7.45,8.0,7.0,3.0,7.0,0.7208053690307644,0.5597633136094675,7.5,14.174999999999999,12.82,Medium
7.74,0.0,3.31,7.36,7.0,6.0,6.0,1.0000000000000004,0.5747282607914772,0.395933014354067,6.5,1.1057142857142859,11.59,Medium
6.34,29.0,2.55,8.67,7.0,7.0,5.0,6.0,0.4463667819554364,0.2637021716649431,7.0,6.34,12.54,Medium
8.05,21.0,4.7,7.16,7.0,7.0,6.0,5.0,0.5502793295320839,0.5759803921568628,7.0,5.75,11.1,Medium
7.05,24.0,4.58,7.56,4.0,8.0,6.0,5.0,0.6150793649980054,0.5350467289719627,6.0,5.035714285714286,12.21,Medium
7.79,17.0,2.81,8.12,6.0,7.0,7.0,4.0,0.4298029556120933,0.30811403508771934,6.5,3.895,11.61,Medium
7.04,39.0,4.05,8.56,5.0,9.0,5.0,5.0,0.5712616821762544,0.4236401673640167,7.0,5.866666666666667,13.45,Medium
7.63,22.0,3.47,9.52,8.0,5.0,7.0,5.0,0.5220588234745737,0.32984790874524716,6.5,4.76875,14.489999999999998,Medium
7.5,7.0,2.87,7.92,6.0,5.0,3.0,5.0,0.49999999993686867,0.32174887892376686,5.5,9.375,11.879999999999999,Medium
6.63,0.0,6.1,8.49,5.0,4.0,8.0,7.0,0.4664310953514215,0.6427818756585879,4.5,5.156666666666666,12.45,Medium
7.63,24.0,4.61,7.79,6.0,4.0,5.0,4.0,0.5442875480687692,0.5244596131968147,5.0,5.086666666666667,12.030000000000001,Medium
7.38,16.0,2.82,5.44,8.0,8.0,5.0,4.0,0.8327205880822205,0.4378881987577639,8.0,4.92,9.97,Medium
8.53,25.0,1.0300000000000002,4.52,9.0,6.0,5.0,4.0,0.7035398228531993,0.18659420289855078,7.5,5.6866666666666665,7.699999999999999,Medium
8.15,15.0,1.8899999999999997,5.43,9.0,10.0,4.0,3.0,0.7476979740796136,0.2939346811819596,9.5,4.890000000000001,9.489999999999998,Medium
8.8,34.0,3.15,5.06,7.0,6.0,3.0,5.0,0.8932806322345295,0.5198019801980198,6.5,11.0,9.579999999999998,Medium
7.54,0.0,0.7200000000000002,5.55,9.0,5.0,7.0,5.0,0.7549549548189272,0.10992366412213739,7.0,4.7125,9.74,Medium
7.44,0.0,2.81,4.29,6.0,6.0,7.0,5.0,0.8764568762525741,0.5311909262759924,6.0,4.65,8.05,Medium
8.18,17.0,2.41,7.53,8.0,7.0,6.0,5.0,0.5179282867838076,0.28253223915592024,7.5,5.8428571428571425,11.43,Medium
7.72,44.0,1.17,3.0600000000000005,9.0,7.0,5.0,6.0,0.9999999996732026,0.28817733990147776,8.0,7.720000000000001,6.120000000000001,Medium
6.95,21.0,3.26,5.04,7.0,7.0,7.0,4.0,0.6269841268597254,0.5397350993377483,7.0,3.475,8.2,Medium
7.13,33.0,1.33,4.4,7.0,9.0,5.0,4.0,0.9999999997727272,0.2462962962962963,8.0,4.753333333333333,8.8,Medium
7.5,29.0,2.43,5.22,5.0,3.0,6.0,3.0,0.7528735630741622,0.3906752411575563,4.0,3.2142857142857144,9.15,Medium
7.74,8.000000000000004,3.03,4.64,5.0,7.0,5.0,5.0,0.42241379301241083,0.5372340425531915,6.0,6.45,6.6,Medium
7.29,4.0,2.25,4.28,10.0,5.0,3.0,7.0,0.7850467287885404,0.4261363636363636,7.5,12.7575,7.640000000000001,Medium
7.59,40.0,4.1,5.89,8.0,8.0,7.0,6.0,0.5653650253709058,0.5950653120464441,8.0,5.6925,9.219999999999999,Medium
6.95,16.0,4.29,5.35,6.0,9.0,5.0,3.0,0.6373831774509565,0.6755905511811024,7.5,3.475,8.76,Medium
8.39,10.0,0.7200000000000002,4.19,9.0,8.0,5.0,7.0,0.9999999997613365,0.13872832369942195,8.5,9.788333333333334,8.38,Medium
7.91,27.0,3.0,6.12,6.0,6.0,3.0,8.0,0.7352941175269126,0.42134831460674155,6.0,15.82,10.620000000000001,Medium
7.59,14.0,3.09,6.07,7.0,10.0,6.0,5.0,0.5387149916740173,0.437057991513437,8.5,5.421428571428572,9.34,Medium
6.55,0.0,2.67,4.56,7.0,8.0,8.0,4.0,0.7236842103676131,0.4802158273381295,7.5,2.911111111111111,7.859999999999999,Medium
7.88,13.0,2.65,6.5,7.0,6.0,5.0,5.0,0.6276923075957397,0.35333333333333333,6.5,6.566666666666666,10.58,Medium
7.68,14.0,3.47,4.6,8.0,7.0,6.0,3.0,0.773913043310019,0.6196428571428572,7.5,3.2914285714285714,8.16,Medium
8.51,14.0,1.87,5.44,5.0,9.0,4.0,8.0,0.7812499998563878,0.29037267080745344,7.0,13.616,9.690000000000001,Medium
9.04,21.0,3.53,6.82,7.0,6.0,5.0,5.0,0.7052785922719532,0.4514066496163682,6.5,7.533333333333332,11.629999999999999,Medium
7.8,6.0,2.95,4.47,7.0,7.0,7.0,5.0,0.9999999997762863,0.5393053016453383,7.0,4.875,8.94,Medium
7.77,27.0,2.05,4.26,10.0,6.0,4.0,5.0,0.7981220655403469,0.3897338403041825,8.0,7.769999999999999,7.66,Medium
7.09,0.0,0.6800000000000002,5.73,7.0,10.0,8.0,2.0,0.5759162302659832,0.10104011887072806,8.5,1.5755555555555563,9.030000000000001,Medium
7.58,14.0,3.04,6.44,6.0,7.0,6.0,5.0,0.5559006210316925,0.4086021505376344,6.5,5.414285714285714,10.02,Medium
6.82,16.0,3.33,3.79,9.0,10.0,5.0,3.0,0.9815303427489366,0.6951983298538622,9.5,3.41,7.51,Medium
5.96,21.0,4.54,6.18,8.0,10.0,9.0,2.0,0.38834951450026706,0.6323119777158774,9.0,1.1920000000000002,8.58,High
7.3,0.0,2.91,5.79,10.0,10.0,4.0,3.0,0.6908462865818918,0.4285714285714286,10.0,4.38,9.79,Medium
7.59,0.0,3.09,7.99,8.0,10.0,9.0,3.0,0.4418022527607256,0.3437152391546162,9.0,2.277,11.52,High
7.41,11.0,3.99,6.03,9.0,10.0,7.0,2.0,0.9154228854203278,0.5675675675675675,9.5,1.8525000000000005,11.55,Medium
7.54,17.0,3.63,7.5,8.0,8.0,8.0,3.0,0.4653333332712889,0.42705882352941177,8.0,2.5133333333333336,10.99,Medium
7.59,6.0,3.0,6.24,8.0,10.0,6.0,5.0,0.6987179486059747,0.4143646408839779,9.0,5.421428571428572,10.600000000000001,Medium
7.05,4.0,4.27,5.86,10.0,8.0,8.0,5.0,0.6262798633743549,0.6224489795918366,9.0,3.9166666666666665,9.530000000000001,Medium
8.23,14.0,2.25,4.22,7.0,7.0,4.0,4.0,0.7867298576334764,0.4310344827586207,7.0,6.5840000000000005,7.539999999999999,Medium
8.73,14.0,2.47,5.18,8.0,5.0,6.0,4.0,0.8513513511869979,0.39967637540453077,6.5,4.988571428571428,9.59,Medium
8.12,16.0,1.0,6.49,6.0,6.0,6.0,5.0,0.5038520800456314,0.13351134846461948,6.0,5.799999999999999,9.76,Medium
8.11,37.0,2.68,4.97,6.0,9.0,5.0,2.0,0.8209255531547434,0.44891122278056955,7.5,2.703333333333333,9.05,Medium
7.6,20.0,2.46,5.92,8.0,8.0,4.0,6.0,0.5675675674716947,0.3554913294797688,8.0,9.12,9.28,Medium
8.58,11.0,2.05,4.87,5.0,6.0,3.0,7.0,0.7453798766436591,0.34923339011925036,5.5,15.015,8.5,Low
7.43,26.0,3.43,4.29,8.0,9.0,2.0,6.0,0.88578088557441,0.6483931947069943,8.5,14.86,8.09,Low
8.28,30.0,2.14,6.17,8.0,7.0,3.0,5.0,0.7601296595202384,0.298465829846583,7.5,10.35,10.86,Medium
7.82,7.0,2.02,5.66,6.0,5.0,4.0,5.0,0.9999999998233216,0.3033033033033033,5.5,7.82,11.32,Medium
7.68,0.0,0.0,6.37,6.0,8.0,7.0,1.0000000000000004,0.6593406592371521,0.0,7.0,0.96,10.57,Medium
7.53,27.0,1.52,4.9,10.0,7.0,4.0,3.0,0.6387755100737192,0.25762711864406773,8.5,4.518,8.030000000000001,Medium
7.72,16.0,0.6899999999999995,6.11,9.0,7.0,4.0,2.0,0.5450081832168563,0.09704641350210969,8.0,3.088,9.440000000000001,Medium
7.3,16.0,2.3500000000000005,4.99,6.0,9.0,5.0,4.0,0.6452905810330078,0.39232053422370616,7.5,4.866666666666666,8.21,Medium
7.58,16.0,1.6600000000000001,5.58,7.0,7.0,3.0,5.0,0.5197132615556069,0.25227963525835867,7.0,9.475,8.48,Medium
7.59,6.0,1.4100000000000001,6.18,6.0,9.0,6.0,3.0,0.6343042070171029,0.1963788300835655,7.5,3.2528571428571427,10.1,Medium
7.91,0.0,1.3399999999999999,6.43,5.0,9.0,7.0,10.0,0.7247278381454545,0.18034993270524902,7.0,9.8875,11.09,Medium
7.54,7.0,2.25,6.92,5.0,6.0,7.0,6.0,0.7297687860217097,0.2840909090909091,5.5,5.655,11.969999999999999,Medium
7.57,14.0,1.46,5.64,7.0,6.0,5.0,5.0,0.5921985814552839,0.21987951807228917,6.5,6.308333333333334,8.98,Medium
7.75,28.0,1.98,5.91,7.0,8.0,3.0,4.0,0.5803722503248101,0.2865412445730825,7.5,7.75,9.34,Medium
8.84,8.000000000000004,2.91,5.72,7.0,7.0,4.0,3.0,0.6503496502359529,0.4330357142857143,7.0,5.304,9.44,Medium
8.74,27.0,1.35,2.6800000000000006,6.0,8.0,4.0,5.0,0.9999999996268656,0.36684782608695654,7.0,8.74,5.36,Medium
7.69,10.0,3.36,5.31,7.0,8.0,5.0,5.0,0.7250470808427407,0.5324881141045958,7.5,6.408333333333334,9.16,Medium
6.59,7.0,2.73,4.71,4.0,10.0,7.0,4.0,0.7898089170297646,0.47810858143607704,7.0,3.295,8.43,Medium
8.16,12.000000000000002,2.03,5.7,9.0,8.0,1.0,7.0,0.7052631577710063,0.30298507462686564,8.5,28.56,9.719999999999999,Medium
8.12,3.0,3.22,4.44,7.0,8.0,6.0,5.0,0.8806306304322903,0.5919117647058824,7.5,5.799999999999999,8.350000000000001,Medium
7.67,23.0,3.07,5.97,9.0,7.0,4.0,5.0,0.7403685090887155,0.44045911047345765,8.0,7.67,10.39,Medium
6.87,14.0,1.96,3.32,8.0,9.0,3.0,4.0,0.9999999996987952,0.45370370370370366,8.5,6.87,6.64,Medium
7.26,0.0,2.01,3.21,8.0,9.0,3.0,1.0000000000000004,0.9999999996884735,0.47743467933491684,8.5,1.8150000000000004,6.42,Medium
7.53,20.0,1.7800000000000002,6.02,9.0,10.0,6.0,3.0,0.4999999999169435,0.2535612535612536,9.5,3.2271428571428578,9.03,Medium
7.47,28.0,0.9500000000000002,5.77,7.0,7.0,6.0,5.0,0.6256499132364558,0.14032496307237813,7.0,5.335714285714286,9.379999999999999,Medium
6.86,17.0,0.6500000000000004,5.14,9.0,7.0,6.0,4.0,0.9182879375645354,0.10586319218241041,8.0,3.9200000000000004,9.86,Medium
7.3,29.0,3.7,6.14,8.0,6.0,5.0,6.0,0.6954397393004169,0.5182072829131653,7.0,7.3,10.41,Medium
7.39,8.000000000000004,2.87,3.77,7.0,7.0,4.0,7.0,0.5702917770370578,0.6016771488469602,7.0,10.346,5.92,Medium
6.65,1.0,3.31,5.14,9.0,8.0,5.0,3.0,0.7937743189117171,0.5390879478827362,8.5,3.3250000000000006,9.219999999999999,Medium
6.25,1.0,4.71,5.89,9.0,8.0,8.0,3.0,0.6519524616889725,0.6835994194484761,8.5,2.0833333333333335,9.73,Medium
6.71,14.0,6.49,7.0,10.0,8.0,9.0,4.0,0.48999999993000004,0.81125,9.0,2.684,10.43,High
7.63,14.0,3.86,6.26,8.0,7.0,7.0,4.0,0.570287539845002,0.5316804407713499,7.5,3.815,9.83,Medium
8.16,0.0,1.67,5.79,10.0,9.0,6.0,2.0,0.6701208979844351,0.2459499263622975,9.5,2.3314285714285714,9.67,High
7.67,13.0,4.63,5.1,10.0,8.0,5.0,3.0,0.7078431371161092,0.759016393442623,9.0,3.8349999999999995,8.709999999999999,Medium
6.79,32.0,3.75,6.37,10.0,10.0,7.0,3.0,0.4552590266161289,0.508819538670285,10.0,2.54625,9.27,Medium
5.4,2.0,5.61,4.79,7.0,10.0,10.0,1.0000000000000004,0.6826722336779389,0.9689119170984456,8.5,0.4909090909090912,8.06,High
6.85,5.0,3.43,6.7,8.0,8.0,8.0,5.0,0.6895522387030519,0.4454545454545455,8.0,3.8055555555555554,11.32,Medium
6.58,9.0,2.88,6.1,7.0,7.0,8.0,3.0,0.549180327778823,0.4056338028169014,7.0,2.1933333333333334,9.45,Medium
7.62,7.0,0.8199999999999998,6.94,9.0,6.0,6.0,2.0,0.7305475503270105,0.10327455919395467,7.5,2.177142857142857,12.010000000000002,Medium
7.75,16.0,0.52,5.21,10.0,5.0,7.0,4.0,0.8809980804451059,0.08373590982286633,7.5,3.875,9.8,Medium
7.99,14.0,2.14,6.73,8.0,8.0,5.0,1.0000000000000004,0.4011887072212201,0.276843467011643,8.0,1.331666666666667,9.43,Medium
8.19,0.0,1.2000000000000002,5.89,7.0,7.0,5.0,4.0,0.7504244480899109,0.17416545718432508,7.0,5.46,10.309999999999999,Medium
6.68,20.0,2.95,4.07,6.0,9.0,4.0,4.0,0.9999999997542998,0.5818540433925049,7.5,5.343999999999999,8.14,Medium
7.0,15.0,3.69,6.95,6.0,8.0,6.0,6.0,0.6158273380408882,0.4641509433962264,7.0,6.0,11.23,Medium
6.74,52.0,1.8899999999999997,5.46,7.0,8.0,7.0,4.0,0.9047619045961975,0.29256965944272445,7.5,3.37,10.4,Medium
8.17,8.000000000000004,1.8899999999999997,6.45,8.0,8.0,6.0,6.0,0.5813953487470704,0.2536912751677852,8.0,7.002857142857143,10.2,Medium
7.49,13.0,2.17,6.46,7.0,8.0,6.0,5.0,0.6130030958803401,0.2908847184986595,7.5,5.3500000000000005,10.42,Medium
7.84,0.0,2.69,5.71,7.0,6.0,6.0,4.0,0.5779334499863513,0.4008941877794337,6.5,4.4799999999999995,9.01,Medium
6.5,16.0,3.48,5.48,8.0,6.0,4.0,3.0,0.6222627736090761,0.537037037037037,7.0,3.9,8.89,Medium
5.67,26.0,1.1600000000000001,5.38,6.0,4.0,7.0,6.0,0.7211895909440168,0.18181818181818177,5.0,4.2524999999999995,9.26,Medium
5.88,14.0,2.04,3.59,6.0,5.0,6.0,4.0,0.9220055707738146,0.4444444444444445,5.5,3.36,6.9,Medium
5.8,36.0,2.15,6.25,4.0,4.0,8.0,4.0,0.587199999906048,0.29655172413793107,4.0,2.5777777777777775,9.92,Medium
5.79,25.0,2.37,6.61,7.0,7.0,6.0,6.0,0.6444780634425903,0.3114323258869908,7.0,4.9628571428571435,10.870000000000001,Medium
6.28,24.0,1.9500000000000002,5.26,5.0,3.0,8.0,6.0,0.6977186310460611,0.31150159744408945,4.0,4.1866666666666665,8.93,Medium
6.47,18.0,2.42,4.8,5.0,6.0,5.0,6.0,0.7083333331857639,0.41724137931034483,5.5,6.47,8.2,Medium
6.62,32.0,2.59,5.11,7.0,7.0,5.0,5.0,0.8590998041371624,0.4238952536824877,7.0,5.516666666666667,9.5,Medium
7.83,34.0,1.3399999999999999,3.66,8.0,4.0,6.0,4.0,0.9999999997267759,0.2875536480686695,6.0,4.474285714285714,7.32,Medium
5.94,26.0,2.98,4.65,6.0,5.0,5.0,7.0,0.8344086019710948,0.527433628318584,5.5,6.930000000000001,8.530000000000001,Medium
6.47,37.0,2.11,5.78,5.0,4.0,5.0,9.0,0.8269896192340849,0.31120943952802355,4.5,9.705,10.56,Medium
6.96,24.0,1.87,5.99,6.0,2.0,5.0,4.0,0.709515859647827,0.2675250357653791,4.0,4.64,10.24,Medium
6.09,33.0,3.04,5.52,4.0,6.0,5.0,5.0,0.7590579708769823,0.46625766871165647,5.0,5.075,9.71,Medium
6.93,17.0,3.04,3.79,6.0,5.0,8.0,4.0,0.9999999997361477,0.6346555323590815,5.5,3.08,7.58,Medium
7.66,30.0,0.54,3.16,7.0,2.0,5.0,6.0,0.9999999996835442,0.1298076923076923,4.5,7.66,6.32,Low
5.7,14.0,2.38,4.14,7.0,5.0,6.0,3.0,0.8816425118643376,0.46303501945525294,6.0,2.442857142857143,7.789999999999999,Medium
5.58,47.0,3.59,6.03,7.0,6.0,8.0,5.0,0.6782752901031052,0.5106685633001422,6.5,3.0999999999999996,10.120000000000001,Medium
7.05,24.0,0.6899999999999995,4.25,3.0,7.0,7.0,5.0,0.9435294115426989,0.13142857142857145,5.0,4.40625,8.26,Medium
